packet,nano,reveal_fraction,correct,censored
1,LcvtxyoXMR6SDbyJhf4B,0.38938053,1,0
1,LcvtxyoXMR6SDbyJhf4B,0.47787611,1,0
1,LcvtxyoXMR6SDbyJhf4B,1.0,0,1
1,LcvtxyoXMR6SDbyJhf4B,1.0,0,1
1,MEpRrGXZymdGUYb2wAfM,0.48039216,1,0
1,MEpRrGXZymdGUYb2wAfM,0.70588235,1,0
1,MEpRrGXZymdGUYb2wAfM,1.0,0,1
1,MEpRrGXZymdGUYb2wAfM,1.0,0,1
1,MEpRrGXZymdGUYb2wAfM,1.0,0,1
1,NpuyoBsTcOckEOeIVITg,0.3627451,1,0
1,NpuyoBsTcOckEOeIVITg,0.49019608,1,0
1,NpuyoBsTcOckEOeIVITg,0.56862745,0,0
1,NpuyoBsTcOckEOeIVITg,1.0,0,1
1,NpuyoBsTcOckEOeIVITg,1.0,0,1
1,Pv4vwLpJWiSpu6CJVx1x,0.22058824,0,0
1,Pv4vwLpJWiSpu6CJVx1x,0.88235294,1,0
1,Pv4vwLpJWiSpu6CJVx1x,0.94117647,1,0
1,Pv4vwLpJWiSpu6CJVx1x,1.0,0,1
1,Pv4vwLpJWiSpu6CJVx1x,1.0,0,1
1,RymSumAaUKDKnumFbZLb,0.38202247,1,0
1,RymSumAaUKDKnumFbZLb,0.51685393,1,0
1,RymSumAaUKDKnumFbZLb,0.52808989,1,0
1,RymSumAaUKDKnumFbZLb,1.0,0,1
1,RymSumAaUKDKnumFbZLb,1.0,0,1
1,WWi7fNWTDIPJe3p9Pi2c,0.4,1,0
1,WWi7fNWTDIPJe3p9Pi2c,0.4,1,0
1,WWi7fNWTDIPJe3p9Pi2c,0.4,1,0
1,WWi7fNWTDIPJe3p9Pi2c,0.47,1,0
1,WWi7fNWTDIPJe3p9Pi2c,1.0,0,1
1,dqshJgJWfziosu0GhtIh,0.14444444,0,0
1,dqshJgJWfziosu0GhtIh,0.15555556,0,0
1,dqshJgJWfziosu0GhtIh,0.2,0,0
1,dqshJgJWfziosu0GhtIh,0.64444444,1,0
1,dqshJgJWfziosu0GhtIh,1.0,0,1
1,hXDm3m6AEpv2TxJ0HKdZ,0.3164557,0,0
1,hXDm3m6AEpv2TxJ0HKdZ,0.60759494,0,0
1,hXDm3m6AEpv2TxJ0HKdZ,0.79746835,1,0
1,hXDm3m6AEpv2TxJ0HKdZ,1.0,0,1
1,hXDm3m6AEpv2TxJ0HKdZ,1.0,0,1
1,vgzdaVOKiGQUuC8gSLqa,0.86363636,0,0
1,vgzdaVOKiGQUuC8gSLqa,0.98484848,1,0
1,vgzdaVOKiGQUuC8gSLqa,1.0,0,1
1,vgzdaVOKiGQUuC8gSLqa,1.0,0,1
1,vgzdaVOKiGQUuC8gSLqa,1.0,0,1
1,w1r2V5nR5q9pBrSgEi82,0.73239437,1,0
1,w1r2V5nR5q9pBrSgEi82,0.73239437,1,0
1,w1r2V5nR5q9pBrSgEi82,0.74647887,1,0
1,w1r2V5nR5q9pBrSgEi82,1.0,0,1
1,w1r2V5nR5q9pBrSgEi82,1.0,0,1
1,w2mhA0hWqQ93KzBmqmec,0.12280702,1,0
1,w2mhA0hWqQ93KzBmqmec,0.13157895,1,0
1,w2mhA0hWqQ93KzBmqmec,1.0,0,1
1,w2mhA0hWqQ93KzBmqmec,1.0,0,1
1,w2mhA0hWqQ93KzBmqmec,1.0,0,1
1,xXVg1KHjxl7PR2ueDO1C,0.9047619,1,0
1,xXVg1KHjxl7PR2ueDO1C,0.94285714,1,0
1,xXVg1KHjxl7PR2ueDO1C,0.94285714,1,0
1,xXVg1KHjxl7PR2ueDO1C,1.0,0,1
1,xXVg1KHjxl7PR2ueDO1C,1.0,0,1
2,3SJwpETiqeXeVQQeSL2C,0.43298969,1,0
2,3SJwpETiqeXeVQQeSL2C,1.0,0,1
2,3SJwpETiqeXeVQQeSL2C,1.0,0,1
2,3SJwpETiqeXeVQQeSL2C,1.0,0,1
2,3SJwpETiqeXeVQQeSL2C,1.0,0,1
2,3gSnEnS3UTlqHBknG8pf,0.22916667,0,0
2,3gSnEnS3UTlqHBknG8pf,0.35416667,0,0
2,3gSnEnS3UTlqHBknG8pf,0.70833333,1,0
2,3gSnEnS3UTlqHBknG8pf,1.0,0,1
2,3gSnEnS3UTlqHBknG8pf,1.0,0,1
2,5UqzxUX4qK1CA2UYOByP,0.45614035,0,0
2,5UqzxUX4qK1CA2UYOByP,0.57017544,1,0
2,5UqzxUX4qK1CA2UYOByP,1.0,0,1
2,5UqzxUX4qK1CA2UYOByP,1.0,0,1
2,5UqzxUX4qK1CA2UYOByP,1.0,0,1
2,BeLRIWMr4JXTcHOWxyUy,0.36458333,1,0
2,BeLRIWMr4JXTcHOWxyUy,0.5,1,0
2,BeLRIWMr4JXTcHOWxyUy,0.53125,1,0
2,BeLRIWMr4JXTcHOWxyUy,0.73958333,1,0
2,BeLRIWMr4JXTcHOWxyUy,1.0,0,1
2,EKY1UGSc5TChPU33ARyw,0.4875,1,0
2,EKY1UGSc5TChPU33ARyw,0.525,1,0
2,EKY1UGSc5TChPU33ARyw,0.6625,1,0
2,EKY1UGSc5TChPU33ARyw,1.0,0,1
2,EKY1UGSc5TChPU33ARyw,1.0,0,1
2,EmsEd0XimlqZJSW20BPk,0.49425287,1,0
2,EmsEd0XimlqZJSW20BPk,0.50574713,1,0
2,EmsEd0XimlqZJSW20BPk,0.52873563,1,0
2,EmsEd0XimlqZJSW20BPk,0.55172414,1,0
2,EmsEd0XimlqZJSW20BPk,0.57471264,0,0
2,FoIIY3NZ2zlaiM8m5ssY,0.36619718,1,0
2,FoIIY3NZ2zlaiM8m5ssY,0.46478873,1,0
2,FoIIY3NZ2zlaiM8m5ssY,0.46478873,1,0
2,FoIIY3NZ2zlaiM8m5ssY,0.47887324,1,0
2,FoIIY3NZ2zlaiM8m5ssY,0.64788732,0,0
2,JSgtsRTgAWKoKskUdk5c,0.40425532,1,0
2,JSgtsRTgAWKoKskUdk5c,0.5106383,1,0
2,JSgtsRTgAWKoKskUdk5c,0.54255319,0,0
2,JSgtsRTgAWKoKskUdk5c,0.62765957,1,0
2,JSgtsRTgAWKoKskUdk5c,1.0,0,1
2,LNSFjAxXvMVnSAcBfA2j,0.52631579,1,0
2,LNSFjAxXvMVnSAcBfA2j,0.67368421,1,0
2,LNSFjAxXvMVnSAcBfA2j,0.68421053,1,0
2,LNSFjAxXvMVnSAcBfA2j,1.0,0,1
2,LNSFjAxXvMVnSAcBfA2j,1.0,0,1
2,NXltSnhuRcd4K2l1mZHE,0.19753086,1,0
2,NXltSnhuRcd4K2l1mZHE,0.19753086,1,0
2,NXltSnhuRcd4K2l1mZHE,0.19753086,1,0
2,NXltSnhuRcd4K2l1mZHE,0.19753086,1,0
2,NXltSnhuRcd4K2l1mZHE,0.69135802,1,0
2,OPpqTfpP7LdBBFrDeJAO,0.44680851,1,0
2,OPpqTfpP7LdBBFrDeJAO,0.53191489,1,0
2,OPpqTfpP7LdBBFrDeJAO,0.53191489,1,0
2,OPpqTfpP7LdBBFrDeJAO,1.0,0,1
2,OPpqTfpP7LdBBFrDeJAO,1.0,0,1
2,RtTjMY8PLfkYYn0C74ri,0.2,1,0
2,RtTjMY8PLfkYYn0C74ri,0.2,1,0
2,RtTjMY8PLfkYYn0C74ri,0.21428571,1,0
2,RtTjMY8PLfkYYn0C74ri,0.22857143,1,0
2,RtTjMY8PLfkYYn0C74ri,0.4,1,0
2,WcEaILk7JG20ddfSX9JM,0.47674419,0,0
2,WcEaILk7JG20ddfSX9JM,0.58139535,1,0
2,WcEaILk7JG20ddfSX9JM,0.63953488,0,0
2,WcEaILk7JG20ddfSX9JM,0.65116279,0,0
2,WcEaILk7JG20ddfSX9JM,0.77906977,1,0
2,XgvmgXLeD6vauaKksUTm,0.41666667,0,0
2,XgvmgXLeD6vauaKksUTm,0.52777778,1,0
2,XgvmgXLeD6vauaKksUTm,0.60185185,0,0
2,XgvmgXLeD6vauaKksUTm,1.0,0,1
2,XgvmgXLeD6vauaKksUTm,1.0,0,1
2,ZBkYl7ZwedkrrhTlkylv,0.35365854,1,0
2,ZBkYl7ZwedkrrhTlkylv,0.35365854,1,0
2,ZBkYl7ZwedkrrhTlkylv,0.35365854,1,0
2,ZBkYl7ZwedkrrhTlkylv,0.43902439,1,0
2,ZBkYl7ZwedkrrhTlkylv,0.43902439,1,0
2,bM0YFWPHlm9W4BbTBPcT,0.33009709,1,0
2,bM0YFWPHlm9W4BbTBPcT,0.36893204,1,0
2,bM0YFWPHlm9W4BbTBPcT,0.39805825,1,0
2,bM0YFWPHlm9W4BbTBPcT,0.48543689,1,0
2,bM0YFWPHlm9W4BbTBPcT,0.50485437,0,0
2,lTRxMAHr44dPaBWARrv6,0.23255814,1,0
2,lTRxMAHr44dPaBWARrv6,0.45348837,1,0
2,lTRxMAHr44dPaBWARrv6,0.47674419,1,0
2,lTRxMAHr44dPaBWARrv6,0.52325581,1,0
2,lTRxMAHr44dPaBWARrv6,0.93023256,1,0
2,nWa9M3JHZkZUkh4tvZzv,0.1978022,1,0
2,nWa9M3JHZkZUkh4tvZzv,0.1978022,1,0
2,nWa9M3JHZkZUkh4tvZzv,0.21978022,1,0
2,nWa9M3JHZkZUkh4tvZzv,0.24175824,1,0
2,nWa9M3JHZkZUkh4tvZzv,0.42857143,0,0
2,qpQRWF7dpNQAkyozTnz7,0.51282051,1,0
2,qpQRWF7dpNQAkyozTnz7,0.55128205,1,0
2,qpQRWF7dpNQAkyozTnz7,0.66666667,1,0
2,qpQRWF7dpNQAkyozTnz7,0.75641026,1,0
2,qpQRWF7dpNQAkyozTnz7,0.96153846,1,0
2,tvjdNWhB4uGKe6y8at2B,0.16470588,1,0
2,tvjdNWhB4uGKe6y8at2B,0.17647059,1,0
2,tvjdNWhB4uGKe6y8at2B,0.49411765,1,0
2,tvjdNWhB4uGKe6y8at2B,0.55294118,1,0
2,tvjdNWhB4uGKe6y8at2B,1.0,0,1
3,4p672NRbIAIVCFIsFihp,0.31730769,0,0
3,4p672NRbIAIVCFIsFihp,0.57692308,0,0
3,4p672NRbIAIVCFIsFihp,0.64423077,1,0
3,4p672NRbIAIVCFIsFihp,0.70192308,0,0
3,4p672NRbIAIVCFIsFihp,1.0,0,1
3,5gmjQXFfMhDfYWopYPRR,0.24203822,1,0
3,5gmjQXFfMhDfYWopYPRR,1.0,0,1
3,5gmjQXFfMhDfYWopYPRR,1.0,0,1
3,5gmjQXFfMhDfYWopYPRR,1.0,0,1
3,5gmjQXFfMhDfYWopYPRR,1.0,0,1
3,8UwxzTV1MdoVkBXntfOe,0.54198473,0,0
3,8UwxzTV1MdoVkBXntfOe,0.54961832,0,0
3,8UwxzTV1MdoVkBXntfOe,0.55725191,0,0
3,8UwxzTV1MdoVkBXntfOe,1.0,0,1
3,8UwxzTV1MdoVkBXntfOe,1.0,0,1
3,AJdjjhtK8PcFCMebETh5,0.53465347,1,0
3,AJdjjhtK8PcFCMebETh5,1.0,0,1
3,AJdjjhtK8PcFCMebETh5,1.0,0,1
3,AJdjjhtK8PcFCMebETh5,1.0,0,1
3,AJdjjhtK8PcFCMebETh5,1.0,0,1
3,AqgleduJLHjpBkkvNkhC,0.45794393,1,0
3,AqgleduJLHjpBkkvNkhC,0.53271028,1,0
3,AqgleduJLHjpBkkvNkhC,0.6728972,1,0
3,AqgleduJLHjpBkkvNkhC,1.0,0,1
3,AqgleduJLHjpBkkvNkhC,1.0,0,1
3,FSlPn89xy82DPpP8gMJD,0.10106383,0,0
3,FSlPn89xy82DPpP8gMJD,0.17021277,1,0
3,FSlPn89xy82DPpP8gMJD,0.18085106,0,0
3,FSlPn89xy82DPpP8gMJD,0.34042553,1,0
3,FSlPn89xy82DPpP8gMJD,0.34042553,1,0
3,Hc46kNNIrL0CrjR6kddu,0.26056338,1,0
3,Hc46kNNIrL0CrjR6kddu,0.29577465,1,0
3,Hc46kNNIrL0CrjR6kddu,0.30985915,1,0
3,Hc46kNNIrL0CrjR6kddu,1.0,0,1
3,Hc46kNNIrL0CrjR6kddu,1.0,0,1
3,IPrurnAQ4gUyv58ITNHx,0.33128834,1,0
3,IPrurnAQ4gUyv58ITNHx,1.0,0,1
3,IPrurnAQ4gUyv58ITNHx,1.0,0,1
3,IPrurnAQ4gUyv58ITNHx,1.0,0,1
3,IPrurnAQ4gUyv58ITNHx,1.0,0,1
3,LB2uc5AFzP7RRrDwahoJ,0.40776699,0,0
3,LB2uc5AFzP7RRrDwahoJ,0.48543689,0,0
3,LB2uc5AFzP7RRrDwahoJ,0.53398058,1,0
3,LB2uc5AFzP7RRrDwahoJ,0.7184466,1,0
3,LB2uc5AFzP7RRrDwahoJ,1.0,0,1
3,OZBuu5dExz2bWouyhXCX,0.2393617,1,0
3,OZBuu5dExz2bWouyhXCX,0.33510638,1,0
3,OZBuu5dExz2bWouyhXCX,0.82446809,1,0
3,OZBuu5dExz2bWouyhXCX,1.0,0,1
3,OZBuu5dExz2bWouyhXCX,1.0,0,1
3,Wg8cJ7C4f7kEHLehSKAu,0.52727273,1,0
3,Wg8cJ7C4f7kEHLehSKAu,0.53636364,1,0
3,Wg8cJ7C4f7kEHLehSKAu,0.70909091,1,0
3,Wg8cJ7C4f7kEHLehSKAu,1.0,0,1
3,Wg8cJ7C4f7kEHLehSKAu,1.0,0,1
3,Z1PH5PnkeCAYIm1b7Ynk,0.29661017,0,0
3,Z1PH5PnkeCAYIm1b7Ynk,0.30508475,1,0
3,Z1PH5PnkeCAYIm1b7Ynk,0.30508475,1,0
3,Z1PH5PnkeCAYIm1b7Ynk,0.30508475,1,0
3,Z1PH5PnkeCAYIm1b7Ynk,1.0,0,1
3,ZqmYznzm1ets28jyV66W,0.54867257,1,0
3,ZqmYznzm1ets28jyV66W,0.54867257,1,0
3,ZqmYznzm1ets28jyV66W,0.57522124,1,0
3,ZqmYznzm1ets28jyV66W,1.0,0,1
3,ZqmYznzm1ets28jyV66W,1.0,0,1
3,cW8GwQmlfOm4TCbVMrVt,0.3,1,0
3,cW8GwQmlfOm4TCbVMrVt,0.3,1,0
3,cW8GwQmlfOm4TCbVMrVt,1.0,0,1
3,cW8GwQmlfOm4TCbVMrVt,1.0,0,1
3,cW8GwQmlfOm4TCbVMrVt,1.0,0,1
3,fD7iPA1popZRRUN4eZE1,0.45454545,0,0
3,fD7iPA1popZRRUN4eZE1,0.57272727,1,0
3,fD7iPA1popZRRUN4eZE1,1.0,0,1
3,fD7iPA1popZRRUN4eZE1,1.0,0,1
3,fD7iPA1popZRRUN4eZE1,1.0,0,1
3,hzl498g9RffsMQpA1sRa,0.3258427,1,0
3,hzl498g9RffsMQpA1sRa,0.38202247,1,0
3,hzl498g9RffsMQpA1sRa,0.53932584,1,0
3,hzl498g9RffsMQpA1sRa,0.62921348,1,0
3,hzl498g9RffsMQpA1sRa,1.0,0,1
3,lgOxKPam6BGiv3xhocdG,0.08163265,0,0
3,lgOxKPam6BGiv3xhocdG,0.26530612,1,0
3,lgOxKPam6BGiv3xhocdG,0.71428571,1,0
3,lgOxKPam6BGiv3xhocdG,0.79591837,1,0
3,lgOxKPam6BGiv3xhocdG,1.0,0,1
3,lmJujW41V3etZ89PTHFz,0.18309859,1,0
3,lmJujW41V3etZ89PTHFz,0.22535211,1,0
3,lmJujW41V3etZ89PTHFz,0.28169014,1,0
3,lmJujW41V3etZ89PTHFz,0.31690141,1,0
3,lmJujW41V3etZ89PTHFz,0.52112676,1,0
3,o4nZbIcZSX4boHBjTZVn,0.11949686,1,0
3,o4nZbIcZSX4boHBjTZVn,0.4591195,1,0
3,o4nZbIcZSX4boHBjTZVn,0.98742138,1,0
3,o4nZbIcZSX4boHBjTZVn,1.0,0,1
3,o4nZbIcZSX4boHBjTZVn,1.0,0,1
3,zlBPTJtFek9Wy05AaPTD,0.09865471,1,0
3,zlBPTJtFek9Wy05AaPTD,0.22869955,0,0
3,zlBPTJtFek9Wy05AaPTD,1.0,0,1
3,zlBPTJtFek9Wy05AaPTD,1.0,0,1
3,zlBPTJtFek9Wy05AaPTD,1.0,0,1
4,8eOnJExgG3MFgY747W8t,0.54794521,1,0
4,8eOnJExgG3MFgY747W8t,0.54794521,1,0
4,8eOnJExgG3MFgY747W8t,0.78082192,1,0
4,8eOnJExgG3MFgY747W8t,0.83561644,0,0
4,8eOnJExgG3MFgY747W8t,1.0,0,1
4,DJPSA5ZzDdNpt5oakqVQ,0.45238095,1,0
4,DJPSA5ZzDdNpt5oakqVQ,0.9047619,1,0
4,DJPSA5ZzDdNpt5oakqVQ,1.0,0,1
4,DJPSA5ZzDdNpt5oakqVQ,1.0,0,1
4,DJPSA5ZzDdNpt5oakqVQ,1.0,0,1
4,Ef0Iqz1ZONhttNfXlfLp,0.35483871,0,0
4,Ef0Iqz1ZONhttNfXlfLp,0.53225806,1,0
4,Ef0Iqz1ZONhttNfXlfLp,0.64516129,1,0
4,Ef0Iqz1ZONhttNfXlfLp,0.64516129,1,0
4,Ef0Iqz1ZONhttNfXlfLp,1.0,0,1
4,EpS4cHZdIsGK9tbAVLF5,0.45121951,1,0
4,EpS4cHZdIsGK9tbAVLF5,0.5,0,0
4,EpS4cHZdIsGK9tbAVLF5,0.5,1,0
4,EpS4cHZdIsGK9tbAVLF5,0.69512195,1,0
4,EpS4cHZdIsGK9tbAVLF5,0.97560976,1,0
4,KZEeKW9mDbCCJPWEBVnm,0.48484848,0,0
4,KZEeKW9mDbCCJPWEBVnm,0.51515152,0,0
4,KZEeKW9mDbCCJPWEBVnm,1.0,0,1
4,KZEeKW9mDbCCJPWEBVnm,1.0,0,1
4,KZEeKW9mDbCCJPWEBVnm,1.0,0,1
4,Ln23r1ukl5brDWMdHGR0,0.28333333,1,0
4,Ln23r1ukl5brDWMdHGR0,0.28333333,1,0
4,Ln23r1ukl5brDWMdHGR0,0.46666667,1,0
4,Ln23r1ukl5brDWMdHGR0,0.71666667,1,0
4,Ln23r1ukl5brDWMdHGR0,0.73333333,1,0
4,O1yyRkTLvQdrlqua3V0c,0.20338983,1,0
4,O1yyRkTLvQdrlqua3V0c,0.25423729,1,0
4,O1yyRkTLvQdrlqua3V0c,0.28813559,1,0
4,O1yyRkTLvQdrlqua3V0c,0.89830508,1,0
4,O1yyRkTLvQdrlqua3V0c,1.0,0,1
4,REYC2yK3nFZQvvqkNrXa,0.69333333,1,0
4,REYC2yK3nFZQvvqkNrXa,0.82666667,0,0
4,REYC2yK3nFZQvvqkNrXa,0.88,1,0
4,REYC2yK3nFZQvvqkNrXa,1.0,0,1
4,REYC2yK3nFZQvvqkNrXa,1.0,0,1
4,SthSdFIXXygj3uduwLeK,0.55263158,0,0
4,SthSdFIXXygj3uduwLeK,0.82894737,1,0
4,SthSdFIXXygj3uduwLeK,0.82894737,1,0
4,SthSdFIXXygj3uduwLeK,0.92105263,0,0
4,SthSdFIXXygj3uduwLeK,1.0,0,1
4,SxqSqGQ1LYJ59RO4htDQ,0.33333333,1,0
4,SxqSqGQ1LYJ59RO4htDQ,0.35416667,1,0
4,SxqSqGQ1LYJ59RO4htDQ,0.41666667,1,0
4,SxqSqGQ1LYJ59RO4htDQ,0.58333333,1,0
4,SxqSqGQ1LYJ59RO4htDQ,1.0,0,1
4,U423cT3kEZQrNXlsHNZU,0.77419355,0,0
4,U423cT3kEZQrNXlsHNZU,0.80645161,1,0
4,U423cT3kEZQrNXlsHNZU,1.0,0,1
4,U423cT3kEZQrNXlsHNZU,1.0,0,1
4,U423cT3kEZQrNXlsHNZU,1.0,0,1
4,amzwpECJchH2gf3azeJh,0.76811594,1,0
4,amzwpECJchH2gf3azeJh,0.79710145,0,0
4,amzwpECJchH2gf3azeJh,0.86956522,1,0
4,amzwpECJchH2gf3azeJh,0.92753623,1,0
4,amzwpECJchH2gf3azeJh,1.0,0,1
4,atvPnPQcM0FFyFz6oRh5,0.0,1,0
4,atvPnPQcM0FFyFz6oRh5,0.64912281,0,0
4,atvPnPQcM0FFyFz6oRh5,0.78947368,1,0
4,atvPnPQcM0FFyFz6oRh5,1.0,0,1
4,atvPnPQcM0FFyFz6oRh5,1.0,0,1
4,ftLJXrWhRtZa9W5sPFwP,0.575,1,0
4,ftLJXrWhRtZa9W5sPFwP,0.675,1,0
4,ftLJXrWhRtZa9W5sPFwP,0.7375,0,0
4,ftLJXrWhRtZa9W5sPFwP,1.0,0,1
4,ftLJXrWhRtZa9W5sPFwP,1.0,0,1
4,lFtMblSONntfsqyh20ka,0.57798165,1,0
4,lFtMblSONntfsqyh20ka,0.60550459,1,0
4,lFtMblSONntfsqyh20ka,0.63302752,1,0
4,lFtMblSONntfsqyh20ka,0.67889908,1,0
4,lFtMblSONntfsqyh20ka,0.91743119,1,0
4,lhD7XUa6TEodN6cfFSzb,0.28368794,0,0
4,lhD7XUa6TEodN6cfFSzb,0.45390071,0,0
4,lhD7XUa6TEodN6cfFSzb,0.53191489,1,0
4,lhD7XUa6TEodN6cfFSzb,0.74468085,1,0
4,lhD7XUa6TEodN6cfFSzb,1.0,0,1
4,nDlQGIq6PEEQEOIiSbAf,0.23853211,1,0
4,nDlQGIq6PEEQEOIiSbAf,0.41284404,1,0
4,nDlQGIq6PEEQEOIiSbAf,0.43119266,1,0
4,nDlQGIq6PEEQEOIiSbAf,0.49541284,1,0
4,nDlQGIq6PEEQEOIiSbAf,1.0,0,1
4,r059KXaLJFhyH037WaXB,0.44736842,0,0
4,r059KXaLJFhyH037WaXB,0.73684211,1,0
4,r059KXaLJFhyH037WaXB,0.76315789,1,0
4,r059KXaLJFhyH037WaXB,0.81578947,1,0
4,r059KXaLJFhyH037WaXB,1.0,0,1
4,t5g7AuUI7qtpnK9CXh0l,0.2625,1,0
4,t5g7AuUI7qtpnK9CXh0l,0.3375,0,0
4,t5g7AuUI7qtpnK9CXh0l,0.4125,1,0
4,t5g7AuUI7qtpnK9CXh0l,0.875,1,0
4,t5g7AuUI7qtpnK9CXh0l,1.0,0,1
4,xeQ0nXBIAAoLs1okPf4V,0.19444444,0,0
4,xeQ0nXBIAAoLs1okPf4V,0.26388889,1,0
4,xeQ0nXBIAAoLs1okPf4V,0.26388889,1,0
4,xeQ0nXBIAAoLs1okPf4V,0.30555556,1,0
4,xeQ0nXBIAAoLs1okPf4V,1.0,0,1
5,CRNC5oHzpTDjvGonwNdA,0.45801527,0,0
5,Hmv1RMq59r9VklABzrzn,0.35483871,0,0
5,I0jty1iDUrUB5cMFgdCH,0.28301887,0,0
5,VzrCumSBX87JnIf8ehKt,0.98989899,1,0
5,bYtiJRSNQ0xjAFD4lUgH,0.84761905,1,0
5,dYpC7okqKycOB2sUgCQR,0.54166667,1,0
5,f2gHTH1m7ERBnpnPaa3e,0.56410256,1,0
5,piMkTxcl7hSIErHXzovZ,0.2037037,1,0
5,tfFfPpV8sVyypYyIyUP9,0.21428571,1,0
5,ypEHZxOKGVgBppK2k6fr,0.6,0,0
